id,uid,date,home_id,home_uid,home_location,home_name,home_color,home_alternate_color,home_conference_id,home_score,home_winner,away_id,away_uid,away_location,away_name,away_color,away_alternate_color,away_is_active,away_conference_id,away_score,away_winner,game_id,season,venue_address_city,venue_address_state
401374543,s:40~l:54~e:401374543~c:401374543,2021-11-13T01:00Z,2502,s:40~l:54~t:2502,"Portland State",Vikings,00311e,ebebeb,5,80,TRUE,3101,s:40~l:54~t:3101,"Utah Tech",Trailblazers,000000,NA,TRUE,30,52,FALSE,401374543,2022,Portland,OR
401376955,s:40~l:54~e:401376955~c:401376955,2021-11-13T00:30Z,2306,s:40~l:54~t:2306,"Kansas State",Wildcats,633194,e7d2ad,8,44,TRUE,2630,s:40~l:54~t:2630,"UT Martin",Skyhawks,FF6700,102a5c,TRUE,20,30,FALSE,401376955,2022,Manhattan,KS
401376598,s:40~l:54~e:401376598~c:401376598,2021-11-13T00:30Z,2617,s:40~l:54~t:2617,"Stephen F. Austin",Ladyjacks,393996,bec0c2,30,73,TRUE,248,s:40~l:54~t:248,Houston,Cougars,c92a39,ffffff,TRUE,62,52,FALSE,401376598,2022,Nacogdoches,TX
401374544,s:40~l:54~e:401374544~c:401374544,2021-11-13T00:30Z,36,s:40~l:54~t:36,"Colorado State",Rams,004537,ffc425,44,61,TRUE,2458,s:40~l:54~t:2458,"Northern Colorado",Bears,13558D,ffc533,TRUE,5,50,FALSE,401374544,2022,"Fort Collins",CO
401372876,s:40~l:54~e:401372876~c:401372876,2021-11-13T00:00Z,233,s:40~l:54~t:233,"South Dakota",Coyotes,CD1241,f0f0f0,47,41,FALSE,2579,s:40~l:54~t:2579,"South Carolina",Gamecocks,73000a,ffffff,TRUE,23,72,TRUE,401372876,2022,"Sioux Falls",SD
401379891,s:40~l:54~e:401379891~c:401379891,2021-11-13T00:00Z,120,s:40~l:54~t:120,Maryland,Terrapins,D5002B,ffcd00,7,88,TRUE,222,s:40~l:54~t:222,Villanova,Wildcats,00205b,13b5ea,TRUE,4,67,FALSE,401379891,2022,"College Park",MD
401369347,s:40~l:54~e:401369347~c:401369347,2021-11-13T00:00Z,152,s:40~l:54~t:152,"NC State",Wolfpack,EF1216,231f20,2,90,TRUE,2747,s:40~l:54~t:2747,Wofford,Terriers,533B24,f0f0f0,TRUE,24,57,FALSE,401369347,2022,Raleigh,NC
401380669,s:40~l:54~e:401380669~c:401380669,2021-11-13T00:00Z,164,s:40~l:54~t:164,Rutgers,"Scarlet Knights",d21034,ffffff,7,64,TRUE,6,s:40~l:54~t:6,"South Alabama",Jaguars,003E7E,NA,TRUE,27,45,FALSE,401380669,2022,Piscataway,NJ
401379791,s:40~l:54~e:401379791~c:401379791,2021-11-13T00:00Z,46,s:40~l:54~t:46,Georgetown,Hoyas,110E42,001c58,4,86,TRUE,108810,s:40~l:54~t:108810,"Salem University",Tigers,NA,NA,FALSE,NA,48,FALSE,401379791,2022,Washington,DC
401379383,s:40~l:54~e:401379383~c:401379383,2021-11-13T00:00Z,2405,s:40~l:54~t:2405,Monmouth,Hawks,051844,NA,13,57,TRUE,2426,s:40~l:54~t:2426,Navy,Midshipmen,131630,b6a77c,TRUE,22,46,FALSE,401379383,2022,"West Long Branch",NJ
401379042,s:40~l:54~e:401379042~c:401379042,2021-11-13T00:00Z,2046,s:40~l:54~t:2046,"Austin Peay",Governors,8e0b0b,NA,20,78,TRUE,95,s:40~l:54~t:95,Pikeville,Bears,000000,NA,FALSE,NA,49,FALSE,401379042,2022,Clarksville,TN
401377160,s:40~l:54~e:401377160~c:401377160,2021-11-13T00:00Z,48,s:40~l:54~t:48,Delaware,"Blue Hens",033594,e8ce31,10,56,FALSE,163,s:40~l:54~t:163,Princeton,Tigers,ff9408,080808,TRUE,12,76,TRUE,401377160,2022,Newark,DE
401376660,s:40~l:54~e:401376660~c:401376660,2021-11-13T00:00Z,2166,s:40~l:54~t:2166,Davidson,Wildcats,000000,e51837,3,78,FALSE,171,s:40~l:54~t:171,Columbia,Lions,174785,004b85,TRUE,12,87,TRUE,401376660,2022,Davidson,NC
401376546,s:40~l:54~e:401376546~c:401376546,2021-11-13T00:00Z,2272,s:40~l:54~t:2272,"High Point",Panthers,b0b7bc,ebebeb,6,60,TRUE,151,s:40~l:54~t:151,"East Carolina",Pirates,4b1869,f0907b,TRUE,62,50,FALSE,401376546,2022,"High Point",NC
401375473,s:40~l:54~e:401375473~c:401375473,2021-11-13T00:00Z,344,s:40~l:54~t:344,"Mississippi State",Bulldogs,762123,c8c8c8,23,76,TRUE,2571,s:40~l:54~t:2571,"South Dakota State",Jackrabbits,0033a0,ffd100,TRUE,47,71,FALSE,401375473,2022,Starkville,MS
401375187,s:40~l:54~e:401375187~c:401375187,2021-11-13T00:00Z,231,s:40~l:54~t:231,Furman,Paladins,582c83,ffffff,24,68,TRUE,2506,s:40~l:54~t:2506,Presbyterian,"Blue Hose",194896,990134,TRUE,6,39,FALSE,401375187,2022,Greenville,SC
401375186,s:40~l:54~e:401375186~c:401375186,2021-11-13T00:00Z,2717,s:40~l:54~t:2717,"Western Carolina",Catamounts,492F91,bf9e70,24,72,FALSE,2427,s:40~l:54~t:2427,"UNC Asheville",Bulldogs,003da5,ffffff,TRUE,6,74,TRUE,401375186,2022,Cullowhee,NC
401375004,s:40~l:54~e:401375004~c:401375004,2021-11-13T00:00Z,2368,s:40~l:54~t:2368,Marist,"Red Foxes",e53730,f0f0f0,13,52,FALSE,44,s:40~l:54~t:44,"American University",Eagles,c41130,c8102e,TRUE,22,59,TRUE,401375004,2022,Poughkeepsie,NY
401375003,s:40~l:54~e:401375003~c:401375003,2021-11-13T00:00Z,2329,s:40~l:54~t:2329,Lehigh,"Mountain Hawks",6c2b2a,b69e70,22,84,TRUE,2612,s:40~l:54~t:2612,"Saint Peter's",Peacocks,004CC2,NA,TRUE,13,68,FALSE,401375003,2022,Bethlehem,PA
401374070,s:40~l:54~e:401374070~c:401374070,2021-11-13T00:00Z,269,s:40~l:54~t:269,Marquette,"Golden Eagles",083963,ffffff,4,90,TRUE,2885,s:40~l:54~t:2885,NJIT,Highlanders,EE3024,df3e2e,TRUE,1,58,FALSE,401374070,2022,Milwaukee,WI
401373896,s:40~l:54~e:401373896~c:401373896,2021-11-13T00:00Z,2132,s:40~l:54~t:2132,Cincinnati,Bearcats,000000,717073,62,72,TRUE,91,s:40~l:54~t:91,Bellarmine,Knights,000000,NA,TRUE,46,59,FALSE,401373896,2022,Cincinnati,OH
401369350,s:40~l:54~e:401369350~c:401369350,2021-11-13T00:00Z,2390,s:40~l:54~t:2390,Miami,Hurricanes,004325,f0f0f0,2,55,TRUE,2065,s:40~l:54~t:2065,Bethune-Cookman,Wildcats,7b1831,e9aa12,TRUE,26,43,FALSE,401369350,2022,"Coral Gables",FL
401369348,s:40~l:54~e:401369348~c:401369348,2021-11-13T00:00Z,2168,s:40~l:54~t:2168,Dayton,Flyers,004B8D,ffffff,3,56,FALSE,150,s:40~l:54~t:150,Duke,"Blue Devils",013088,ffffff,TRUE,2,70,TRUE,401369348,2022,Dayton,OH
401375910,s:40~l:54~e:401375910~c:401375910,2021-11-12T23:00Z,2116,s:40~l:54~t:2116,UCF,Knights,000000,231f20,62,41,FALSE,2633,s:40~l:54~t:2633,Tennessee,"Lady Volunteers",ff8200,ffffff,TRUE,23,49,TRUE,401375910,2022,Orlando,FL
401378010,s:40~l:54~e:401378010~c:401378010,2021-11-12T23:00Z,2670,s:40~l:54~t:2670,VCU,Rams,929292,edb71d,3,46,FALSE,2393,s:40~l:54~t:2393,"Middle Tennessee","Blue Raiders",006db6,ffffff,TRUE,11,54,TRUE,401378010,2022,Richmond,VA
401376861,s:40~l:54~e:401376861~c:401376861,2021-11-12T23:00Z,526,s:40~l:54~t:526,"Florida Gulf Coast",Eagles,00885a,076c3b,46,70,TRUE,218,s:40~l:54~t:218,Temple,Owls,A80532,a7a9ac,TRUE,62,53,FALSE,401376861,2022,"Fort Myers",FL
401373895,s:40~l:54~e:401373895~c:401373895,2021-11-12T23:00Z,2110,s:40~l:54~t:2110,"Central Arkansas",Bears,a7a9ac,8e959a,46,74,TRUE,418,s:40~l:54~t:418,"Hendrix College",Warriors,NA,NA,FALSE,NA,35,FALSE,401373895,2022,Conway,AR
401369351,s:40~l:54~e:401369351~c:401369351,2021-11-12T23:00Z,221,s:40~l:54~t:221,Pittsburgh,Panthers,003263,231f20,2,72,TRUE,322,s:40~l:54~t:322,Lafayette,Leopards,790000,a59474,TRUE,22,63,FALSE,401369351,2022,Pittsburgh,PA
401377314,s:40~l:54~e:401377314~c:401377314,2021-11-12T22:30Z,43,s:40~l:54~t:43,Yale,Bulldogs,004a81,286dc0,12,63,TRUE,111,s:40~l:54~t:111,Northeastern,Huskies,CC0001,c2c3c0,TRUE,10,60,FALSE,401377314,2022,"New Haven",CT
401378951,s:40~l:54~e:401378951~c:401378951,2021-11-12T22:00Z,2448,s:40~l:54~t:2448,"North Carolina A&T",Aggies,0505aa,004684,6,76,FALSE,98,s:40~l:54~t:98,"Western Kentucky","Lady Toppers",F32026,b3b5b8,TRUE,11,86,TRUE,401378951,2022,Manhattan,KS
401378080,s:40~l:54~e:401378080~c:401378080,2021-11-12T22:00Z,113,s:40~l:54~t:113,UMass,Minutewomen,880007,NA,3,80,TRUE,108,s:40~l:54~t:108,Harvard,Crimson,990000,dbdbdb,TRUE,12,71,FALSE,401378080,2022,Amherst,MA
401374542,s:40~l:54~e:401374542~c:401374542,2021-11-12T22:00Z,265,s:40~l:54~t:265,"Washington State",Cougars,94022a,6a747c,21,62,TRUE,2464,s:40~l:54~t:2464,"Northern Arizona",Lumberjacks,003976,1b3069,TRUE,5,54,FALSE,401374542,2022,Pullman,WA
401369349,s:40~l:54~e:401369349~c:401369349,2021-11-12T21:30Z,12,s:40~l:54~t:12,Arizona,Wildcats,0c234b,ab0520,21,61,TRUE,97,s:40~l:54~t:97,Louisville,Cardinals,c9001f,000000,TRUE,2,59,FALSE,401369349,2022,"Sioux Falls",SD
401384030,s:40~l:54~e:401384030~c:401384030,2021-11-12T21:30Z,2229,s:40~l:54~t:2229,"Florida International",Panthers,001538,c5960c,11,72,TRUE,2227,s:40~l:54~t:2227,"Florida Memorial","Fighting Lions",000000,NA,FALSE,NA,69,FALSE,401384030,2022,Miami,FL
401375849,s:40~l:54~e:401375849~c:401375849,2021-11-12T21:30Z,119,s:40~l:54~t:119,Towson,Tigers,FFC229,NA,10,87,TRUE,57,s:40~l:54~t:57,Florida,Gators,0021a5,fa4616,TRUE,23,70,FALSE,401375849,2022,Raleigh,NC
401369352,s:40~l:54~e:401369352~c:401369352,2021-11-12T21:00Z,154,s:40~l:54~t:154,"Wake Forest","Demon Deacons",9E7E38,000000,2,64,TRUE,172,s:40~l:54~t:172,Cornell,"Big Red",d60027,101010,TRUE,12,42,FALSE,401369352,2022,Winston-Salem,NC
401375474,s:40~l:54~e:401375474~c:401375474,2021-11-12T20:00Z,2172,s:40~l:54~t:2172,Denver,Pioneers,98002e,a8996e,47,70,TRUE,111202,s:40~l:54~t:111202,"Missouri S&T",Miners,NA,NA,FALSE,NA,61,FALSE,401375474,2022,Denver,CO
401375930,s:40~l:54~e:401375930~c:401375930,2021-11-12T18:00Z,8,s:40~l:54~t:8,Arkansas,Razorbacks,a41f35,222222,23,96,TRUE,2029,s:40~l:54~t:2029,"Arkansas-Pine Bluff","Golden Lions",e0aa0f,eaaa00,TRUE,26,53,FALSE,401375930,2022,Fayetteville,AR
401387519,s:40~l:54~e:401387519~c:401387519,2021-11-12T17:00Z,2348,s:40~l:54~t:2348,"Louisiana Tech","Lady Techsters",002d65,d3313a,11,95,TRUE,108823,s:40~l:54~t:108823,"LSU Alexandria",Generals,NA,NA,FALSE,NA,48,FALSE,401387519,2022,Ruston,LA
401375002,s:40~l:54~e:401375002~c:401375002,2021-11-12T17:00Z,2473,s:40~l:54~t:2473,Oakland,"Golden Grizzlies",04091c,bc955c,45,77,TRUE,315,s:40~l:54~t:315,Niagara,"Purple Eagles",69207E,f0f0f0,TRUE,13,64,FALSE,401375002,2022,Rochester,MI
401374049,s:40~l:54~e:401374049~c:401374049,2021-11-12T17:00Z,2344,s:40~l:54~t:2344,Longwood,Lancers,003273,9ea2a3,6,63,FALSE,2619,s:40~l:54~t:2619,"Stony Brook",Seawolves,990000,NA,TRUE,1,82,TRUE,401374049,2022,Farmville,VA
401376953,s:40~l:54~e:401376953~c:401376953,2021-11-12T16:30Z,201,s:40~l:54~t:201,Oklahoma,Sooners,9d2235,ffffff,8,101,TRUE,2032,s:40~l:54~t:2032,"Arkansas State","Red Wolves",e81018,000000,TRUE,27,89,FALSE,401376953,2022,Norman,OK
401372878,s:40~l:54~e:401372878~c:401372878,2021-11-12T16:30Z,2352,s:40~l:54~t:2352,"Loyola Maryland",Greyhounds,76a7a0,c9cbca,22,51,FALSE,2244,s:40~l:54~t:2244,"George Mason",Patriots,016600,ecb010,TRUE,3,53,TRUE,401372878,2022,Baltimore,MD
401377979,s:40~l:54~e:401377979~c:401377979,2021-11-12T16:00Z,232,s:40~l:54~t:232,Charleston,Cougars,9c8456,e4e2dd,10,113,TRUE,2945,s:40~l:54~t:2945,Pfeiffer,Falcons,000000,NA,FALSE,NA,52,FALSE,401377979,2022,Charleston,SC
401384234,s:40~l:54~e:401384234~c:401384234,2021-11-12T15:00Z,2247,s:40~l:54~t:2247,"Georgia State",Panthers,1e539a,ebebeb,27,67,FALSE,2634,s:40~l:54~t:2634,"Tennessee State","Lady Tigers",171796,f0f0f0,TRUE,20,70,TRUE,401384234,2022,Atlanta,GA
401376931,s:40~l:54~e:401376931~c:401376931,2021-11-12T03:00Z,279,s:40~l:54~t:279,Pacific,Tigers,F47820,c2c3c0,29,83,TRUE,3078,s:40~l:54~t:3078,"William Jessup",Warriors,000000,NA,FALSE,NA,33,FALSE,401376931,2022,Stockton,CA
401374845,s:40~l:54~e:401374845~c:401374845,2021-11-12T03:00Z,30,s:40~l:54~t:30,USC,Trojans,9e2237,ffcc00,21,90,TRUE,62,s:40~l:54~t:62,Hawai'i,"Rainbow Wahine",003420,ffffff,TRUE,9,50,FALSE,401374845,2022,"Los Angeles",CA
401381142,s:40~l:54~e:401381142~c:401381142,2021-11-12T02:00Z,3084,s:40~l:54~t:3084,"Utah Valley",Wolverines,004812,e1c736,30,62,FALSE,278,s:40~l:54~t:278,"Fresno State",Bulldogs,c41230,231f20,TRUE,44,71,TRUE,401381142,2022,Orem,UT
401378909,s:40~l:54~e:401378909~c:401378909,2021-11-12T02:00Z,2638,s:40~l:54~t:2638,UTEP,Miners,ff8200,041e42,11,81,TRUE,2916,s:40~l:54~t:2916,"Incarnate Word",Cardinals,000000,080808,TRUE,25,47,FALSE,401378909,2022,"El Paso",TX
401374541,s:40~l:54~e:401374541~c:401374541,2021-11-12T02:00Z,2250,s:40~l:54~t:2250,Gonzaga,Bulldogs,041e42,c8102e,29,72,TRUE,147,s:40~l:54~t:147,"Montana State",Bobcats,00205c,bc955c,TRUE,5,47,FALSE,401374541,2022,Spokane,WA
401374540,s:40~l:54~e:401374540~c:401374540,2021-11-12T02:00Z,331,s:40~l:54~t:331,"Eastern Washington",Eagles,a10022,abb4bc,5,67,FALSE,23,s:40~l:54~t:23,"San José State",Spartans,005893,fdba31,TRUE,44,77,TRUE,401374540,2022,Cheney,WA
401365971,s:40~l:54~e:401365971~c:401365971,2021-11-12T01:00Z,245,s:40~l:54~t:245,"Texas A&M",Aggies,5C0025,ffffff,23,92,TRUE,2582,s:40~l:54~t:2582,Southern,Jaguars,004B97,ffc82d,TRUE,26,32,FALSE,401365971,2022,"College Station",TX
401379429,s:40~l:54~e:401379429~c:401379429,2021-11-12T01:00Z,158,s:40~l:54~t:158,Nebraska,Cornhuskers,F20017,f5f1e7,7,102,TRUE,2504,s:40~l:54~t:2504,"Prairie View A&M","Lady Panthers",4d0960,NA,TRUE,26,47,FALSE,401379429,2022,Lincoln,NE
401375900,s:40~l:54~e:401375900~c:401375900,2021-11-12T01:00Z,145,s:40~l:54~t:145,"Ole Miss",Rebels,001148,00205b,23,50,FALSE,2057,s:40~l:54~t:2057,Belmont,Bruins,182142,c9262d,TRUE,20,62,TRUE,401375900,2022,Oxford,MS
401375889,s:40~l:54~e:401375889~c:401375889,2021-11-12T01:00Z,142,s:40~l:54~t:142,Missouri,Tigers,f1b82d,000000,23,76,TRUE,93,s:40~l:54~t:93,"Murray State",Racers,002148,000e00,TRUE,20,70,FALSE,401375889,2022,Columbia,MO
401375839,s:40~l:54~e:401375839~c:401375839,2021-11-12T01:00Z,2,s:40~l:54~t:2,Auburn,Tigers,03244d,f1f2f3,23,66,FALSE,290,s:40~l:54~t:290,"Georgia Southern",Eagles,003775,f0f0f0,TRUE,27,68,TRUE,401375839,2022,Auburn,AL
401375472,s:40~l:54~e:401375472~c:401375472,2021-11-12T01:00Z,270,s:40~l:54~t:270,Milwaukee,Panthers,000000,ffc20e,45,58,FALSE,2449,s:40~l:54~t:2449,"North Dakota State",Bison,01402A,ffffff,TRUE,47,69,TRUE,401375472,2022,Milwaukee,WI
